詩經韻腳字,上古韻部,廣韻字頭,中古韻部,中原音韻字頭,近代韻部
泚,上古：脂,㝐,中古：鍾,壤,近代：江陽
彌,上古：脂,䡆,中古：鍾,穰,近代：江陽
鮮,上古：元,㟾,中古：鍾,舫,近代：江陽
灑,上古：文,𨲟,中古：鍾,倣,近代：江陽
浼,上古：文,𪃾,中古：鍾,放,近代：江陽
殄,上古：文,槦,中古：鍾,訪,近代：江陽
離,上古：歌,㣑,中古：鍾,昉,近代：江陽
施,上古：歌,𢧳,中古：鍾,罔,近代：江陽
景,上古：陽,封,中古：鍾,網,近代：江陽
養,上古：陽,𡉚,中古：鍾,輞,近代：江陽
逝,上古：月,犎,中古：鍾,枉,近代：江陽
害,上古：月,葑,中古：鍾,往,近代：江陽
河,上古：歌,崶,中古：鍾,顙,近代：江陽
儀,上古：歌,胷,中古：鍾,磉,近代：江陽
它,上古：歌,凶,中古：鍾,嗓,近代：江陽
天,上古：真,𣧑,中古：鍾,榜,近代：江陽
人,上古：真,銎,中古：鍾,挷,近代：江陽
側,上古：職,洶,中古：鍾,倘,近代：江陽
特,上古：職,恟,中古：鍾,帑,近代：江陽
慝,上古：職,𧧗,中古：鍾,黨,近代：江陽
天,上古：真,兇,中古：鍾,讜,近代：江陽
人,上古：真,訩,中古：鍾,掌,近代：江陽
埽,上古：幽,匈,中古：鍾,長,近代：江陽
道,上古：幽,顒,中古：鍾,朗,近代：江陽
道,上古：幽,𩤛,中古：鍾,謊,近代：江陽
醜,上古：幽,鰅,中古：鍾,恍,近代：江陽
襄,上古：陽,喁,中古：鍾,仰,近代：江陽
詳,上古：陽,邕,中古：鍾,廣,近代：江陽
詳,上古：陽,雍,中古：鍾,沆,近代：江陽
長,上古：陽,噰,中古：鍾,髒,近代：江陽
束,上古：屋,嗈,中古：鍾,强,近代：江陽
讀,上古：屋,郺,中古：鍾,強,近代：江陽
讀,上古：屋,澭,中古：鍾,搶,近代：江陽
辱,上古：屋,灉,中古：鍾,賞,近代：江陽
珈,上古：歌,癰,中古：鍾,晌,近代：江陽
佗,上古：歌,罋,中古：鍾,絳,近代：江陽
河,上古：歌,廱,中古：鍾,降,近代：江陽
宜,上古：歌,饔,中古：鍾,洚,近代：江陽
何,上古：歌,壅,中古：鍾,虹,近代：江陽
翟,上古：藥,雝,中古：鍾,糨,近代：江陽
髢,上古：錫,𪄉,中古：鍾,强,近代：江陽
瑱,上古：真,㻾,中古：鍾,強,近代：江陽
揥,上古：錫,𧴗,中古：鍾,象,近代：江陽
晳,上古：錫,醲,中古：鍾,像,近代：江陽
天,上古：真,𨑊,中古：鍾,相,近代：江陽
帝,上古：錫,濃,中古：鍾,亮,近代：江陽
展,上古：元,襛,中古：鍾,諒,近代：江陽
袢,上古：元,穠,中古：鍾,量,近代：江陽
顏,上古：元,檂,中古：鍾,緉,近代：江陽
媛,上古：元,𪒬,中古：鍾,輛,近代：江陽
唐,上古：陽,𨲳,中古：鍾,瀁,近代：江陽
鄉,上古：陽,重,中古：鍾,羕,近代：江陽
薑,上古：陽,穜,中古：鍾,煬,近代：江陽
中,上古：侵,緟,中古：鍾,養,近代：江陽
宮,上古：侵,褈,中古：鍾,樣,近代：江陽
上,上古：陽,䳯,中古：鍾,怏,近代：江陽
麥,上古：職,蝩,中古：鍾,䬬,近代：江陽
北,上古：職,從,中古：鍾,漾,近代：江陽
弋,上古：職,从,中古：鍾,恙,近代：江陽
中,上古：侵,𩀰,中古：鍾,狀,近代：江陽
宮,上古：侵,蹱,中古：鍾,壯,近代：江陽
上,上古：陽,傭,中古：鍾,撞,近代：江陽
葑,上古：東,𦟛,中古：鍾,上,近代：江陽
東,上古：東,𨙔,中古：鍾,尚,近代：江陽
庸,上古：東,䝑,中古：鍾,餉,近代：江陽
中,上古：侵,𨤩,中古：鍾,讓,近代：江陽
宮,上古：侵,𪒒,中古：鍾,懹,近代：江陽
上,上古：陽,逢,中古：鍾,饟,近代：江陽
強,上古：陽,縫,中古：鍾,帳,近代：江陽
良,上古：陽,漨,中古：鍾,脹,近代：江陽
兄,上古：陽,䩼,中古：鍾,漲,近代：江陽
強,上古：陽,𥎌,中古：鍾,丈,近代：江陽
奔,上古：文,夆,中古：鍾,仗,近代：江陽
良,上古：陽,𥛝,中古：鍾,杖,近代：江陽
君,上古：文,捀,中古：鍾,障,近代：江陽
中,上古：侵,峯,中古：鍾,墇,近代：江陽
宮,上古：侵,鋒,中古：鍾,瘴,近代：江陽
日,上古：質,丰,中古：鍾,巷,近代：江陽
室,上古：質,𡴀,中古：鍾,向,近代：江陽
栗,上古：質,𢓱,中古：鍾,項,近代：江陽
漆,上古：質,妦,中古：鍾,匠,近代：江陽
瑟,上古：質,蠭,中古：鍾,將,近代：江陽
虛,上古：魚,蜂,中古：鍾,醬,近代：江陽
楚,上古：魚,𧒒,中古：鍾,唱,近代：江陽
堂,上古：陽,蘴,中古：鍾,倡,近代：江陽
京,上古：陽,桻,中古：鍾,暢,近代：江陽
桑,上古：陽,㷭,中古：鍾,悵,近代：江陽
臧,上古：陽,烽,中古：鍾,鬯,近代：江陽
零,上古：真,莑,中古：鍾,創,近代：江陽
人,上古：真,仹,中古：鍾,剏,近代：江陽
田,上古：真,㸼,中古：鍾,望,近代：江陽
人,上古：真,縱,中古：鍾,忘,近代：江陽
淵,上古：真,𣯨,中古：鍾,妄,近代：江陽
千,上古：真,蹤,中古：鍾,旺,近代：江陽
指,上古：脂,䡮,中古：鍾,王,近代：江陽
弟,上古：脂,樅,中古：鍾,放,近代：江陽
雨,上古：魚,磫,中古：鍾,訪,近代：江陽
母,上古：之,豵,中古：鍾,蕩,近代：江陽
人,上古：真,熧,中古：鍾,宕,近代：江陽
姻,上古：真,𧺣,中古：鍾,碭,近代：江陽
信,上古：真,茸,中古：鍾,當,近代：江陽
命,上古：真,䩸,中古：鍾,擋,近代：江陽
皮,上古：歌,𩮙,中古：鍾,浪,近代：江陽
儀,上古：歌,䇯,中古：鍾,閬,近代：江陽
儀,上古：歌,襛,中古：鍾,葬,近代：江陽
為,上古：歌,穠,中古：鍾,藏,近代：江陽
齒,上古：之,搑,中古：鍾,戅,近代：江陽
止,上古：之,𥎂,中古：鍾,謗,近代：江陽
止,上古：之,榵,中古：鍾,傍,近代：江陽
俟,上古：之,穁,中古：鍾,蚌,近代：江陽
體,上古：脂,蛩,中古：鍾,棒,近代：江陽
禮,上古：脂,邛,中古：鍾,曠,近代：江陽
禮,上古：脂,舼,中古：鍾,炕,近代：江陽
死,上古：脂,𦨰,中古：鍾,亢,近代：江陽
旄,上古：宵,筇,中古：鍾,壙,近代：江陽
郊,上古：宵,輁,中古：鍾,抗,近代：江陽
紕,上古：脂,𦭭,中古：鍾,纊,近代：江陽
四,上古：質,𥳎,中古：鍾,晃,近代：江陽
畀,上古：質,䂬,中古：鍾,幌,近代：江陽
旟,上古：魚,蛬,中古：鍾,况,近代：江陽
都,上古：魚,𠌖,中古：鍾,况,近代：江陽
組,上古：魚,𩬰,中古：鍾,貺,近代：江陽
五,上古：魚,桏,中古：鍾,釀,近代：江陽
予,上古：魚,䅃,中古：鍾,仰,近代：江陽
旌,上古：耕,𤤶,中古：鍾,喪,近代：江陽
城,上古：耕,𩢽,中古：鍾,胖,近代：江陽
祝,上古：覺,鱅,中古：鍾,行,近代：江陽
六,上古：覺,慵,中古：鍾,愴,近代：江陽
告,上古：覺,𩌨,中古：鍾,誑,近代：江陽
驅,上古：侯,恭,中古：鍾,盎,近代：江陽
侯,上古：侯,龔,中古：鍾,戧,近代：江陽
悠,上古：幽,供,中古：鍾,鋼,近代：江陽
漕,上古：幽,珙,中古：鍾,盪,近代：江陽
憂,上古：幽,䢼,中古：鍾,湯,近代：江陽
反,上古：元,共,中古：鍾,支,近代：支思
遠,上古：元,𤱨,中古：鍾,脂,近代：支思
濟,上古：脂,廾,中古：鍾,枝,近代：支思
閟,上古：質,髸,中古：鍾,肢,近代：支思
蝱,上古：陽,䳍,中古：鍾,巵,近代：支思
行,上古：陽,蜙,中古：鍾,氏,近代：支思
狂,上古：陽,淞,中古：鍾,梔,近代：支思
麥,上古：職,凇,中古：鍾,榰,近代：支思
極,上古：職,鬆,中古：鍾,之,近代：支思
尤,上古：之,倯,中古：鍾,芝,近代：支思
思,上古：之,𢔋,中古：鍾,胝,近代：支思
之,上古：之,樅,中古：鍾,淄,近代：支思
猗,上古：歌,鏦,中古：鍾,髭,近代：支思
磋,上古：歌,從,中古：鍾,觜,近代：支思
磨,上古：歌,暰,中古：鍾,貲,近代：支思
僩,上古：元,䗥,中古：鍾,兹,近代：支思
咺,上古：元,瑽,中古：鍾,孳,近代：支思
諼,上古：元,摐,中古：鍾,孜,近代：支思
青,上古：耕,䐫,中古：鍾,滋,近代：支思
瑩,上古：耕,𥡬,中古：鍾,資,近代：支思
星,上古：耕,𧺣,中古：鍾,咨,近代：支思
僩,上古：元,鬆,中古：鍾,諮,近代：支思
咺,上古：元,𨑪,中古：鍾,姿,近代：支思
諼,上古：元,銎,中古：鍾,耔,近代：支思
簀,上古：錫,𥳎,中古：鍾,眵,近代：支思
錫,上古：錫,江,中古：江,⿰目𧈧,近代：支思
璧,上古：錫,扛,中古：江,差,近代：支思
綽,上古：藥,杠,中古：江,施,近代：支思
較,上古：藥,茳,中古：江,詩,近代：支思
謔,上古：藥,釭,中古：江,師,近代：支思
虐,上古：藥,矼,中古：江,獅,近代：支思
澗,上古：元,豇,中古：江,螄,近代：支思
寬,上古：元,肛,中古：江,尸,近代：支思
言,上古：元,玒,中古：江,屍,近代：支思
諼,上古：元,𧢸,中古：江,鳲,近代：支思
阿,上古：歌,䜫,中古：江,蓍,近代：支思
薖,上古：歌,厖,中古：江,斯,近代：支思
歌,上古：歌,駹,中古：江,絲,近代：支思
過,上古：歌,狵,中古：江,⿰扌廝,近代：支思
陸,上古：覺,尨,中古：江,厮,近代：支思
軸,上古：覺,浝,中古：江,澌,近代：支思
宿,上古：覺,哤,中古：江,鷥,近代：支思
告,上古：覺,牻,中古：江,颸,近代：支思
頎,上古：微,娏,中古：江,思,近代：支思
衣,上古：微,䵨,中古：江,司,近代：支思
妻,上古：脂,㟌,中古：江,私,近代：支思
姨,上古：脂,蛖,中古：江,偲,近代：支思
私,上古：脂,𥆙,中古：江,罳,近代：支思
荑,上古：脂,痝,中古：江,雌,近代：支思
脂,上古：脂,𠈵,中古：江,兒,近代：支思
蠐,上古：脂,𦗳,中古：江,而,近代：支思
犀,上古：脂,𣰊,中古：江,洏,近代：支思
眉,上古：脂,涳,中古：江,慈,近代：支思
倩,上古：真,噥,中古：江,鶿,近代：支思
盼,上古：文,𩟊,中古：江,磁,近代：支思
敖,上古：宵,鬞,中古：江,兹,近代：支思
郊,上古：宵,䁸,中古：江,餈,近代：支思
驕,上古：宵,𪆯,中古：江,茨,近代：支思
鑣,上古：宵,囪,中古：江,疵,近代：支思
朝,上古：宵,窻,中古：江,玼,近代：支思
勞,上古：宵,牕,中古：江,茈,近代：支思
活,上古：月,窓,中古：江,時,近代：支思
濊,上古：月,䎫,中古：江,塒,近代：支思
發,上古：月,堫,中古：江,鰣,近代：支思
揭,上古：月,摐,中古：江,匙,近代：支思
孼,上古：月,鏦,中古：江,詞,近代：支思
朅,上古：月,𥎋,中古：江,祠,近代：支思
蚩,上古：之,邦,中古：江,辭,近代：支思
絲,上古：之,𤰫,中古：江,辤,近代：支思
絲,上古：之,梆,中古：江,祉,近代：支思
謀,上古：之,垹,中古：江,紙,近代：支思
淇,上古：之,栙,中古：江,砥,近代：支思
丘,上古：之,䜶,中古：江,底,近代：支思
期,上古：之,降,中古：江,旨,近代：支思
媒,上古：之,缸,中古：江,指,近代：支思
期,上古：之,瓨,中古：江,止,近代：支思
垣,上古：元,洚,中古：江,沚,近代：支思
關,上古：元,夅,中古：江,芷,近代：支思
關,上古：元,跭,中古：江,趾,近代：支思
漣,上古：元,胮,中古：江,阯,近代：支思
關,上古：元,𤵸,中古：江,址,近代：支思
言,上古：元,𩐨,中古：江,徵,近代：支思
言,上古：元,𪔔,中古：江,咫,近代：支思
遷,上古：元,𪐿,中古：江,爾,近代：支思
落,上古：鐸,瀧,中古：江,邇,近代：支思
若,上古：鐸,䮾,中古：江,耳,近代：支思
葚,上古：侵,雙,中古：江,珥,近代：支思
耽,上古：侵,艭,中古：江,餌,近代：支思
說,上古：月,䉶,中古：江,駬,近代：支思
說,上古：月,𢥠,中古：江,此,近代：支思
隕,上古：文,䝄,中古：江,玼,近代：支思
貧,上古：文,瀧,中古：江,跐,近代：支思
湯,上古：陽,𨇯,中古：江,泚,近代：支思
裳,上古：陽,龐,中古：江,史,近代：支思
爽,上古：陽,逄,中古：江,駛,近代：支思
行,上古：陽,胮,中古：江,使,近代：支思
極,上古：職,𩐨,中古：江,弛,近代：支思
德,上古：職,舽,中古：江,豕,近代：支思
勞,上古：宵,肛,中古：江,矢,近代：支思
朝,上古：宵,啌,中古：江,始,近代：支思
暴,上古：藥,谾,中古：江,屎,近代：支思
笑,上古：宵,舡,中古：江,子,近代：支思
悼,上古：藥,胦,中古：江,紫,近代：支思
怨,上古：元,腔,中古：江,姊,近代：支思
岸,上古：元,𤟄,中古：江,梓,近代：支思
泮,上古：元,羫,中古：江,死,近代：支思
宴,上古：元,控,中古：江,齒,近代：支思
晏,上古：元,椌,中古：江,澁,近代：支思
旦,上古：元,悾,中古：江,澀,近代：支思
反,上古：元,跫,中古：江,瑟,近代：支思
思,上古：之,涳,中古：江,塞,近代：支思
哉,上古：之,崆,中古：江,是,近代：支思
淇,上古：之,𩩝,中古：江,謚,近代：支思
思,上古：之,㾤,中古：江,氏,近代：支思
之,上古：之,㼹,中古：江,視,近代：支思
右,上古：之,幢,中古：江,市,近代：支思
母,上古：之,撞,中古：江,柿,近代：支思
左,上古：歌,橦,中古：江,侍,近代：支思
瑳,上古：歌,𣃘,中古：江,士,近代：支思
儺,上古：歌,噇,中古：江,仕,近代：支思
滺,上古：幽,𩪘,中古：江,使,近代：支思
舟,上古：幽,憃,中古：江,示,近代：支思
遊,上古：幽,䚎,中古：江,蒔,近代：支思
憂,上古：幽,𥡟,中古：江,恃,近代：支思
支,上古：支,䄝,中古：江,事,近代：支思
觿,上古：支,𧜧,中古：江,施,近代：支思
觿,上古：支,樁,中古：江,嗜,近代：支思
知,上古：支,𣻛,中古：江,豉,近代：支思
遂,上古：物,㟅,中古：江,試,近代：支思
悸,上古：質,淙,中古：江,弒,近代：支思
葉,上古：葉,鬃,中古：江,筮,近代：支思
韘,上古：葉,㼻,中古：江,噬,近代：支思
韘,上古：葉,𩞐,中古：江,似,近代：支思
甲,上古：葉,支,中古：支A,笥,近代：支思
遂,上古：物,𥾣,中古：支A,兕,近代：支思
悸,上古：質,只,中古：支A,駟,近代：支思
廣,上古：陽,汥,中古：支A,賜,近代：支思
杭,上古：陽,㲍,中古：支A,姒,近代：支思
望,上古：陽,巵,中古：支A,巳,近代：支思
刀,上古：宵,梔,中古：支A,汜,近代：支思
朝,上古：宵,枝,中古：支A,祀,近代：支思
朅,上古：月,衹,中古：支A,嗣,近代：支思
桀,上古：月,㽻,中古：支A,肆,近代：支思
殳,上古：侯,衼,中古：支A,飼,近代：支思
驅,上古：侯,肢,中古：支A,耜,近代：支思
東,上古：東,胑,中古：支A,涘,近代：支思
蓬,上古：東,𨈛,中古：支A,俟,近代：支思
容,上古：東,禔,中古：支A,寺,近代：支思
日,上古：質,馶,中古：支A,食,近代：支思
疾,上古：質,氏,中古：支A,思,近代：支思
背,上古：職,疻,中古：支A,四,近代：支思
痗,上古：之,㩼,中古：支A,泗,近代：支思
梁,上古：陽,鳷,中古：支A,次,近代：支思
裳,上古：陽,䧴,中古：支A,刺,近代：支思
厲,上古：月,觶,中古：支A,莿,近代：支思
帶,上古：月,榰,中古：支A,字,近代：支思
側,上古：職,㯄,中古：支A,漬,近代：支思
服,上古：職,𪂅,中古：支A,牸,近代：支思
瓜,上古：魚,𧌔,中古：支A,自,近代：支思
琚,上古：魚,眵,中古：支A,恣,近代：支思
報,上古：幽,䡋,中古：支A,骴,近代：支思
好,上古：幽,𩍲,中古：支A,胔,近代：支思
桃,上古：宵,移,中古：支A,志,近代：支思
瑤,上古：宵,䄬,中古：支A,至,近代：支思
報,上古：幽,迻,中古：支A,誌,近代：支思
好,上古：幽,𠩗,中古：支A,二,近代：支思
李,上古：之,杝,中古：支A,貳,近代：支思
玖,上古：之,鉹,中古：支A,餌,近代：支思
報,上古：幽,袲,中古：支A,翅,近代：支思
好,上古：幽,箷,中古：支A,廁,近代：支思
離,上古：歌,𥠥,中古：支A,機,近代：齊微
苗,上古：宵,㥴,中古：支A,箕,近代：齊微
靡,上古：歌,詑,中古：支A,幾,近代：齊微
搖,上古：宵,簃,中古：支A,磯,近代：齊微
憂,上古：幽,䔟,中古：支A,璣,近代：齊微
求,上古：幽,熪,中古：支A,譏,近代：齊微
天,上古：真,扅,中古：支A,肌,近代：齊微
人,上古：真,衪,中古：支A,飢,近代：齊微
離,上古：歌,暆,中古：支A,笄,近代：齊微
穗,上古：質,迆,中古：支A,朞,近代：齊微
靡,上古：歌,𤝻,中古：支A,基,近代：齊微
醉,上古：物,栘,中古：支A,雞,近代：齊微
